Date,Buy_cash,Buy_transfer,Sell
2024-01-08,24145.00,24175.00,24515.00
2024-01-09,24155.00,24185.00,24525.00
2024-01-10,24185.00,24215.00,24555.00
2024-01-11,24265.00,24295.00,24635.00
2024-01-12,24260.00,24290.00,24630.00
2024-01-13,24260.00,24290.00,24630.00
2024-01-14,24260.00,24290.00,24630.00
2024-01-15,24265.00,24295.00,24635.00
2024-01-16,24340.00,24370.00,24710.00
2024-01-17,24330.00,24360.00,24700.00
2024-01-18,24355.00,24385.00,24725.00
2024-01-19,24345.00,24375.00,24715.00
2024-01-20,24345.00,24375.00,24715.00
2024-01-21,24345.00,24375.00,24715.00
2024-01-22,24335.00,24365.00,24705.00
2024-01-23,24360.00,24390.00,24730.00
2024-01-24,24400.00,24430.00,24770.00
2024-01-25,24400.00,24430.00,24770.00
2024-01-26,24395.00,24425.00,24765.00
2024-01-27,24395.00,24425.00,24765.00
2024-01-28,24395.00,24425.00,24765.00
2024-01-29,24345.00,24375.00,24715.00
2024-01-30,24205.00,24235.00,24575.00
2024-01-31,24225.00,24255.00,24595.00
2024-02-01,24210.00,24240.00,24580.00
2024-02-02,24130.00,24160.00,24500.00
2024-02-03,24130.00,24160.00,24500.00
2024-02-04,24130.00,24160.00,24500.00
2024-02-05,24170.00,24200.00,24540.00
2024-02-06,24160.00,24190.00,24530.00
2024-02-07,24200.00,24230.00,24570.00
2024-02-08,24200.00,24230.00,24570.00
2024-02-09,24200.00,24230.00,24570.00
2024-02-10,24200.00,24230.00,24570.00
2024-02-11,24200.00,24230.00,24570.00
2024-02-12,24200.00,24230.00,24570.00
2024-02-13,24200.00,24230.00,24570.00
2024-02-14,24200.00,24230.00,24570.00
2024-02-15,24240.00,24270.00,24610.00
2024-02-16,24310.00,24340.00,24680.00
2024-02-17,24310.00,24340.00,24680.00
2024-02-18,24310.00,24340.00,24680.00
2024-02-19,24330.00,24360.00,24700.00
2024-02-20,24330.00,24360.00,24700.00
2024-02-21,24310.00,24340.00,24680.00
2024-02-22,24390.00,24420.00,24760.00
2024-02-23,24420.00,24450.00,24790.00
2024-02-24,24420.00,24450.00,24790.00
2024-02-25,24420.00,24450.00,24790.00
2024-02-26,24470.00,24500.00,24840.00
2024-02-27,24430.00,24460.00,24800.00
2024-02-28,24420.00,24450.00,24790.00
2024-02-29,24450.00,24480.00,24820.00
2024-03-01,24440.00,24470.00,24810.00
2024-03-02,24440.00,24470.00,24810.00
2024-03-03,24440.00,24470.00,24810.00
2024-03-04,24470.00,24500.00,24840.00
2024-03-05,24480.00,24510.00,24850.00
2024-03-06,24490.00,24520.00,24860.00
2024-03-07,24500.00,24530.00,24870.00
2024-03-08,24470.00,24500.00,24840.00
2024-03-09,24470.00,24500.00,24840.00
2024-03-10,24470.00,24500.00,24840.00
2024-03-11,24420.00,24450.00,24790.00
2024-03-12,24430.00,24460.00,24800.00
2024-03-13,24450.00,24480.00,24820.00
2024-03-14,24500.00,24530.00,24870.00
2024-03-15,24520.00,24550.00,24890.00
2024-03-16,24520.00,24550.00,24890.00
2024-03-17,24520.00,24550.00,24890.00
2024-03-18,24530.00,24560.00,24880.00
2024-03-19,24560.00,24590.00,24910.00
2024-03-20,24580.00,24610.00,24950.00
2024-03-21,24580.00,24610.00,24950.00
2024-03-22,24580.00,24610.00,24950.00
2024-03-23,24580.00,24610.00,24950.00
2024-03-24,24580.00,24610.00,24950.00
2024-03-25,24560.00,24590.00,24930.00
2024-03-26,24580.00,24610.00,24950.00
2024-03-27,24580.00,24610.00,24950.00
2024-03-28,24580.00,24610.00,24950.00
2024-03-29,24600.00,24630.00,24970.00
2024-03-30,24600.00,24630.00,24970.00
2024-03-31,24600.00,24630.00,24970.00
2024-04-01,24600.00,24630.00,24970.00
2024-04-02,24680.00,24710.00,25050.00
2024-04-03,24760.00,24790.00,25130.00
2024-04-04,24740.00,24770.00,25110.00
2024-04-05,24750.00,24780.00,25120.00
2024-04-06,24750.00,24780.00,25120.00
2024-04-07,24750.00,24780.00,25120.00
2024-04-08,24760.00,24790.00,25130.00
2024-04-09,24760.00,24790.00,25130.00
2024-04-10,24760.00,24790.00,25130.00
2024-04-11,24800.00,24830.00,25170.00
2024-04-12,24810.00,24840.00,25180.00
2024-04-13,24810.00,24840.00,25180.00
2024-04-14,24810.00,24840.00,25180.00
2024-04-15,24930.00,24960.00,25300.00
2024-04-16,24978.00,25008.00,25348.00
2024-04-17,25100.00,25130.00,25440.00
2024-04-18,25100.00,25130.00,25440.00
2024-04-19,25133.00,25163.00,25473.00
2024-04-20,25133.00,25163.00,25473.00
2024-04-21,25133.00,25163.00,25473.00
2024-04-22,25145.00,25175.00,25485.00
2024-04-23,25148.00,25178.00,25488.00
2024-04-24,25147.00,25177.00,25487.00
2024-04-25,25137.00,25167.00,25477.00
2024-04-26,25088.00,25118.00,25458.00
2024-04-27,25088.00,25118.00,25458.00
2024-04-28,25088.00,25118.00,25458.00
2024-04-29,25088.00,25118.00,25458.00
2024-04-30,25088.00,25118.00,25458.00
2024-05-01,25088.00,25118.00,25458.00
2024-05-02,25114.00,25144.00,25454.00
2024-05-03,25113.00,25143.00,25453.00
2024-05-04,25117.00,25147.00,25457.00
2024-05-05,25117.00,25147.00,25457.00
2024-05-06,25127.00,25157.00,25457.00
2024-05-07,25125.00,25155.00,25455.00
2024-05-08,25131.00,25161.00,25461.00
2024-05-09,25148.00,25178.00,25478.00
2024-05-10,25154.00,25184.00,25484.00
2024-05-11,25154.00,25184.00,25484.00
2024-05-12,25154.00,25184.00,25484.00
2024-05-13,25149.00,25179.00,25479.00
2024-05-14,25152.00,25182.00,25482.00
2024-05-15,25152.00,25182.00,25482.00
2024-05-16,25122.00,25152.00,25452.00
2024-05-17,25220.00,25250.00,25450.00
2024-05-18,25220.00,25250.00,25450.00
2024-05-19,25220.00,25250.00,25450.00
2024-05-20,25229.00,25259.00,25459.00
2024-05-21,25233.00,25263.00,25463.00
2024-05-22,25236.00,25266.00,25466.00
2024-05-23,25220.00,25250.00,25470.00
2024-05-24,25247.00,25277.00,25477.00
2024-05-25,25247.00,25277.00,25477.00
2024-05-26,25247.00,25277.00,25477.00
2024-05-27,25251.00,25281.00,25481.00
2024-05-28,25238.00,25268.00,25468.00
2024-05-29,25235.00,25265.00,25465.00
2024-05-30,25220.00,25250.00,25470.00
2024-05-31,25224.00,25254.00,25474.00
2024-06-01,25224.00,25254.00,25474.00
2024-06-02,25224.00,25254.00,25474.00
2024-06-03,25204.00,25234.00,25474.00
2024-06-04,25188.00,25218.00,25458.00
2024-06-05,25183.00,25213.00,25453.00
2024-06-06,25183.00,25213.00,25453.00
2024-06-07,25183.00,25213.00,25453.00
2024-06-08,25183.00,25213.00,25453.00
2024-06-09,25183.00,25213.00,25453.00
2024-06-10,25184.00,25214.00,25454.00
2024-06-11,25192.00,25222.00,25462.00
2024-06-12,25196.00,25226.00,25466.00
2024-06-13,25187.00,25217.00,25457.00
2024-06-14,25191.00,25221.00,25461.00
2024-06-15,25191.00,25221.00,25461.00
2024-06-16,25191.00,25221.00,25461.00
2024-06-17,25201.00,25231.00,25471.00
2024-06-18,25221.00,25251.00,25471.00
2024-06-19,25219.00,25249.00,25469.00
2024-06-20,25217.00,25247.00,25467.00
2024-06-21,25218.00,25248.00,25468.00
2024-06-22,25218.00,25248.00,25468.00
2024-06-23,25218.00,25248.00,25468.00
2024-06-24,25225.00,25255.00,25475.00
2024-06-25,25215.00,25245.00,25465.00
2024-06-26,25220.00,25250.00,25470.00
2024-06-27,25227.00,25257.00,25477.00
2024-06-28,25223.00,25253.00,25473.00
2024-06-29,25223.00,25253.00,25473.00
2024-06-30,25223.00,25253.00,25473.00
2024-07-01,25214.00,25244.00,25464.00
2024-07-02,25215.00,25245.00,25465.00
2024-07-03,25220.00,25250.00,25470.00
2024-07-04,25213.00,25243.00,25463.00
2024-07-05,25208.00,25238.00,25458.00
2024-07-06,25208.00,25238.00,25458.00
2024-07-07,25208.00,25238.00,25458.00
2024-07-08,25205.00,25235.00,25455.00
2024-07-09,25204.00,25234.00,25454.00
2024-07-10,25209.00,25239.00,25459.00
2024-07-11,25215.00,25245.00,25465.00
2024-07-12,25210.00,25240.00,25460.00
2024-07-13,25210.00,25240.00,25460.00
2024-07-14,25210.00,25240.00,25460.00
2024-07-15,25207.00,25237.00,25457.00
2024-07-16,25207.00,25237.00,25457.00
2024-07-17,25138.00,25168.00,25468.00
2024-07-18,25120.00,25150.00,25450.00
2024-07-19,25128.00,25158.00,25458.00
2024-07-20,25128.00,25158.00,25458.00
2024-07-21,25128.00,25158.00,25458.00
2024-07-22,25124.00,25154.00,25474.00
2024-07-23,25127.00,25157.00,25477.00
2024-07-24,25147.00,25177.00,25477.00
2024-07-25,25090.00,25120.00,25460.00
2024-07-26,25091.00,25121.00,25461.00
2024-07-27,25091.00,25121.00,25461.00
2024-07-28,25091.00,25121.00,25461.00
2024-07-29,25085.00,25115.00,25455.00
2024-07-30,25090.00,25120.00,25460.00
2024-07-31,25050.00,25080.00,25420.00
2024-08-01,25030.00,25060.00,25400.00
2024-08-02,25010.00,25040.00,25380.00
2024-08-03,25010.00,25040.00,25380.00
2024-08-04,25010.00,25040.00,25380.00
2024-08-05,24900.00,24930.00,25270.00
2024-08-06,24950.00,24980.00,25320.00
2024-08-07,24965.00,24995.00,25335.00
2024-08-08,24950.00,24980.00,25320.00
2024-08-09,24900.00,24930.00,25270.00
2024-08-10,24900.00,24930.00,25270.00
2024-08-11,24900.00,24930.00,25270.00
2024-08-12,24910.00,24940.00,25280.00
2024-08-13,24920.00,24950.00,25290.00
2024-08-14,24820.00,24850.00,25190.00
2024-08-15,24840.00,24870.00,25210.00
2024-08-16,24860.00,24890.00,25230.00
2024-08-17,24860.00,24890.00,25230.00
2024-08-18,24860.00,24890.00,25230.00
2024-08-19,24790.00,24820.00,25160.00
2024-08-20,24710.00,24740.00,25080.00
2024-08-21,24730.00,24760.00,25100.00
2024-08-22,24750.00,24780.00,25120.00
2024-08-23,24780.00,24810.00,25150.00
2024-08-24,24780.00,24810.00,25150.00
2024-08-25,24780.00,24810.00,25150.00
2024-08-26,24680.00,24710.00,25050.00
2024-08-27,24630.00,24660.00,25000.00
2024-08-28,24650.00,24680.00,25020.00
2024-08-29,24660.00,24690.00,25030.00
2024-08-30,24660.00,24690.00,25030.00
2024-08-31,24660.00,24690.00,25030.00
2024-09-01,24660.00,24690.00,25030.00
2024-09-02,24660.00,24690.00,25030.00
2024-09-03,24660.00,24690.00,25030.00
2024-09-04,24645.00,24675.00,25015.00
2024-09-05,24550.00,24580.00,24920.00
2024-09-06,24400.00,24430.00,24770.00
2024-09-07,24400.00,24430.00,24770.00
2024-09-08,24400.00,24430.00,24770.00
2024-09-09,24470.00,24500.00,24840.00
2024-09-10,24460.00,24490.00,24830.00
2024-09-11,24355.00,24385.00,24725.00
2024-09-12,24380.00,24410.00,24750.00
2024-09-13,24360.00,24390.00,24730.00
2024-09-14,24360.00,24390.00,24730.00
2024-09-15,24360.00,24390.00,24730.00
2024-09-16,24350.00,24380.00,24720.00
2024-09-17,24400.00,24430.00,24770.00
2024-09-18,24440.00,24470.00,24810.00
2024-09-19,24380.00,24410.00,24750.00
2024-09-20,24370.00,24400.00,24740.00
2024-09-21,24370.00,24400.00,24740.00
2024-09-22,24370.00,24400.00,24740.00
2024-09-23,24430.00,24460.00,24800.00
2024-09-24,24400.00,24430.00,24770.00
2024-09-25,24380.00,24410.00,24750.00
2024-09-26,24430.00,24460.00,24800.00
2024-09-27,24390.00,24420.00,24760.00
2024-09-28,24390.00,24420.00,24760.00
2024-09-29,24390.00,24420.00,24760.00
2024-09-30,24370.00,24400.00,24740.00
2024-10-01,24400.00,24430.00,24770.00
2024-10-02,24450.00,24480.00,24820.00
2024-10-03,24550.00,24580.00,24920.00
2024-10-04,24550.00,24580.00,24940.00
2024-10-05,24550.00,24580.00,24940.00
2024-10-06,24550.00,24580.00,24940.00
2024-10-07,24640.00,24670.00,25030.00
2024-10-08,24635.00,24665.00,25025.00
2024-10-09,24635.00,24665.00,25025.00
2024-10-10,24640.00,24670.00,25030.00
2024-10-11,24610.00,24640.00,25000.00
2024-10-12,24610.00,24640.00,25000.00
2024-10-13,24610.00,24640.00,25000.00
2024-10-14,24630.00,24660.00,25020.00
2024-10-15,24735.00,24765.00,25125.00
2024-10-16,24780.00,24810.00,25170.00
2024-10-17,24980.00,25010.00,25370.00
2024-10-18,24950.00,24980.00,25340.00
2024-10-19,24950.00,24980.00,25340.00
2024-10-20,24950.00,24980.00,25340.00
2024-10-21,25040.00,25070.00,25430.00
2024-10-22,25062.00,25092.00,25452.00
2024-10-23,25190.00,25220.00,25462.00
2024-10-24,25203.00,25233.00,25473.00
2024-10-25,25167.00,25197.00,25467.00
2024-10-26,25167.00,25197.00,25467.00
2024-10-27,25167.00,25197.00,25467.00
2024-10-28,25164.00,25194.00,25464.00
2024-10-29,25134.00,25164.00,25464.00
2024-10-30,25088.00,25118.00,25458.00
2024-10-31,25060.00,25090.00,25450.00
2024-11-01,25084.00,25114.00,25454.00
2024-11-02,25084.00,25114.00,25454.00
2024-11-03,25084.00,25114.00,25454.00
2024-11-04,25095.00,25125.00,25465.00
2024-11-05,25130.00,25160.00,25460.00
2024-11-06,25140.00,25170.00,25470.00
2024-11-07,25167.00,25197.00,25497.00
2024-11-08,25100.00,25130.00,25470.00
2024-11-09,25100.00,25130.00,25470.00
2024-11-10,25100.00,25130.00,25470.00
2024-11-11,25086.00,25116.00,25476.00
2024-11-12,25130.00,25160.00,25480.00
2024-11-13,25150.00,25180.00,25502.00
2024-11-14,25154.00,25184.00,25504.00
2024-11-15,25160.00,25190.00,25512.00
2024-11-16,25160.00,25190.00,25512.00
2024-11-17,25160.00,25190.00,25512.00
2024-11-18,25170.00,25200.00,25502.00
2024-11-19,25175.00,25205.00,25507.00
2024-11-20,25170.00,25200.00,25499.00
2024-11-21,25170.00,25200.00,25504.00
2024-11-22,25170.00,25200.00,25509.00
2024-11-23,25170.00,25200.00,25509.00
2024-11-24,25170.00,25200.00,25509.00
2024-11-25,25167.00,25197.00,25506.00
2024-11-26,25170.00,25200.00,25509.00
2024-11-27,25170.00,25200.00,25509.00
2024-11-28,25145.00,25175.00,25484.00
2024-11-29,25130.00,25160.00,25463.00
2024-11-30,25130.00,25160.00,25463.00
2024-12-01,25130.00,25160.00,25463.00
2024-12-02,25119.00,25149.00,25452.00
2024-12-03,25140.00,25170.00,25473.00
2024-12-04,25142.00,25172.00,25475.00
2024-12-05,25146.00,25176.00,25479.00
2024-12-06,25134.00,25164.00,25467.00
2024-12-07,25134.00,25164.00,25467.00
2024-12-08,25134.00,25164.00,25467.00
2024-12-09,25127.00,25157.00,25460.00
2024-12-10,25140.00,25170.00,25470.00
2024-12-11,25135.00,25165.00,25465.00
2024-12-12,25141.00,25171.00,25471.00
2024-12-13,25147.00,25177.00,25477.00
2024-12-14,25147.00,25177.00,25477.00
2024-12-15,25147.00,25177.00,25477.00
2024-12-16,25155.00,25185.00,25485.00
2024-12-17,25153.00,25183.00,25483.00
2024-12-18,25161.00,25191.00,25491.00
2024-12-19,25189.00,25219.00,25519.00
2024-12-20,25210.00,25240.00,25540.00
2024-12-21,25210.00,25240.00,25540.00
2024-12-22,25210.00,25240.00,25540.00
2024-12-23,25200.00,25230.00,25530.00
2024-12-24,25193.00,25223.00,25523.00
2024-12-25,25206.00,25236.00,25536.00
2024-12-26,25195.00,25225.00,25525.00
2024-12-27,25208.00,25238.00,25538.00
2024-12-28,25208.00,25238.00,25538.00
2024-12-29,25208.00,25238.00,25538.00
2024-12-30,25213.00,25243.00,25543.00
2024-12-31,25221.00,25251.00,25551.00
2025-01-01,25221.00,25251.00,25551.00
2025-01-02,25229.00,25259.00,25559.00
2025-01-03,25220.00,25250.00,25550.00
2025-01-04,25220.00,25250.00,25550.00
2025-01-05,25220.00,25250.00,25550.00
2025-01-06,25223.00,25253.00,25553.00
2025-01-07,25178.00,25208.00,25548.00
2025-01-08,25156.00,25186.00,25546.00
2025-01-09,25164.00,25194.00,25554.00
2025-01-10,25168.00,25198.00,25558.00
2025-01-11,25168.00,25198.00,25558.00
2025-01-12,25168.00,25198.00,25558.00
2025-01-13,25170.00,25200.00,25560.00
2025-01-14,25173.00,25203.00,25563.00
2025-01-15,25164.00,25194.00,25554.00
2025-01-16,25159.00,25189.00,25549.00
2025-01-17,25120.00,25150.00,25510.00
2025-01-18,25120.00,25150.00,25510.00
2025-01-19,25120.00,25150.00,25510.00
2025-01-20,25110.00,25140.00,25500.00
2025-01-21,25060.00,25090.00,25450.00
2025-01-22,24930.00,24960.00,25320.00
2025-01-23,24930.00,24960.00,25320.00
2025-01-24,24770.00,24800.00,25300.00
2025-01-25,24770.00,24800.00,25300.00
2025-01-26,24770.00,24800.00,25300.00
2025-01-27,24770.00,24800.00,25300.00
2025-01-28,24770.00,24800.00,25300.00
2025-01-29,24770.00,24800.00,25300.00
2025-01-30,24770.00,24800.00,25300.00
2025-01-31,24770.00,24800.00,25300.00
2025-02-01,24770.00,24800.00,25300.00
2025-02-02,24770.00,24800.00,25300.00
2025-02-03,25110.00,25140.00,25500.00
2025-02-04,24970.00,25000.00,25360.00
2025-02-05,24950.00,24980.00,25340.00
2025-02-06,25060.00,25090.00,25450.00
2025-02-07,25080.00,25110.00,25470.00
2025-02-08,25080.00,25110.00,25470.00
2025-02-09,25080.00,25110.00,25470.00
2025-02-10,25170.00,25200.00,25560.00
2025-02-11,25310.00,25340.00,25700.00
2025-02-12,25350.00,25380.00,25740.00
2025-02-13,25270.00,25300.00,25660.00
2025-02-14,25190.00,25220.00,25580.00
2025-02-15,25190.00,25220.00,25580.00
2025-02-16,25190.00,25220.00,25580.00
2025-02-17,25250.00,25280.00,25640.00
2025-02-18,25310.00,25340.00,25700.00
2025-02-19,25310.00,25340.00,25700.00
2025-02-20,25320.00,25350.00,25710.00
2025-02-21,25290.00,25320.00,25680.00
2025-02-22,25290.00,25320.00,25680.00
2025-02-23,25290.00,25320.00,25680.00
2025-02-24,25280.00,25310.00,25670.00
2025-02-25,25300.00,25330.00,25690.00
2025-02-26,25330.00,25360.00,25720.00
2025-02-27,25350.00,25380.00,25740.00
2025-02-28,25340.00,25370.00,25730.00
2025-03-01,25340.00,25370.00,25730.00
2025-03-02,25340.00,25370.00,25730.00
2025-03-03,25390.00,25420.00,25780.00
2025-03-04,25360.00,25390.00,25750.00
2025-03-05,25290.00,25320.00,25680.00
2025-03-06,25270.00,25300.00,25660.00
2025-03-07,25300.00,25330.00,25690.00
2025-03-08,25300.00,25330.00,25690.00
2025-03-09,25300.00,25330.00,25690.00
2025-03-10,25310.00,25340.00,25700.00
2025-03-11,25260.00,25290.00,25650.00
2025-03-12,25250.00,25280.00,25640.00
2025-03-13,25290.00,25320.00,25680.00
2025-03-14,25320.00,25350.00,25710.00
2025-03-15,25320.00,25350.00,25710.00
2025-03-16,25320.00,25350.00,25710.00
2025-03-17,25330.00,25360.00,25720.00
2025-03-18,25320.00,25350.00,25710.00
2025-03-19,25340.00,25370.00,25730.00
2025-03-20,25350.00,25380.00,25740.00
2025-03-21,25370.00,25400.00,25760.00
2025-03-22,25370.00,25400.00,25760.00
2025-03-23,25370.00,25400.00,25760.00
2025-03-24,25420.00,25450.00,25810.00
2025-03-25,25420.00,25450.00,25810.00
2025-03-26,25360.00,25390.00,25750.00
2025-03-27,25360.00,25390.00,25750.00
2025-03-28,25370.00,25400.00,25760.00
2025-03-29,25370.00,25400.00,25760.00
2025-03-30,25370.00,25400.00,25760.00
2025-03-31,25350.00,25380.00,25740.00
2025-04-01,25430.00,25460.00,25820.00
2025-04-02,25430.00,25460.00,25820.00
2025-04-03,25590.00,25620.00,25980.00
2025-04-04,25570.00,25600.00,25960.00
2025-04-05,25570.00,25600.00,25960.00
2025-04-06,25570.00,25600.00,25960.00
2025-04-07,25570.00,25600.00,25960.00
2025-04-08,25750.00,25780.00,26140.00
2025-04-09,25792.00,25822.00,26182.00
2025-04-10,25580.00,25610.00,25970.00
2025-04-11,25530.00,25560.00,25920.00
